PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude
CA-W-15039,"CARHARTT VINEYARD, INC.",CARHARTT VINEYARD,1541 RANCHO SANTA YNEZ RD,SOLVANG,CA,93463,SANTA BARBARA,34.6259764,-120.1216084
CA-W-22016,HIGHLAND VALLEY VENTURES LLC,HIGHLAND VALLEY VINEYARDS,15412 BANDY CANYON RD,ESCONDIDO,CA,92025,SAN DIEGO,33.0719957,-117.0085807
CA-W-17120,"PEACOCK CELLARS, INC.",PEACOCK CELLARS,1543 LOS BERROS RD,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,35.076631,-120.53272
CA-W-20261,ADAM METTLER,FERMENTED VISION,15451 N ALPINE RD,LODI,CA,95240,SAN JOAQUIN,38.1202759,-121.216424
CA-W-22023,"METTLER WINES, LLC",METTLER FAMILY VINEYARDS,15451 N ALPINE RD,LODI,CA,95240,SAN JOAQUIN,38.1202759,-121.216424
CA-W-21716,"ZXQ ENTERPRISES, LLC",ZXQ VINEYARDS,15454 HIGHLANDS CREST WAY,ESCONDIDO,CA,92025,SAN DIEGO,33.0658717,-116.9985098
CA-W-2796,"ED OLIVEIRA WINERY, LLC",ED OLIVEIRA WINERY,155 CENTER ST,ARCATA,CA,95521,HUMBOLDT,40.8670261,-124.0799043
CA-W-16025,SOLAR FEL INC.,ZENAIDA CELLARS,1550 HIGHWAY 46 WEST,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5812353,-120.7186005
CA-W-16047,PHILLIP LEE KRUMAL,ASUNCION RIDGE VINEYARDS,1550 W HIGHWAY 46,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5812353,-120.7186005
CA-W-16672,"BODEGAS ROBLES, LLC",BODEGAS PASO ROBLES,1550 W HIGHWAY 46,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5812353,-120.7186005
CA-W-21010,PASO DE RECORD LLC,RECORD FAMILY WINES,1550 W HIGHWAY 46,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5812353,-120.7186005
CA-W-22147,"WATERLOO CELLARS, LLC",WATERLOO CELLARS,1550 W HIGHWAY 46,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5812353,-120.7186005
CA-W-2422,"HARLAN ESTATE WINERY, INC.",HARLAN ESTATE WINERY,1551 OAKVILLE GRADE,OAKVILLE,CA,94562,NAPA,38.4222063,-122.4133508
CA-W-2691,"HARLAN FAMILY DOMAIN, LLC",HARLAN FAMILY DOMAIN,1551 OAKVILLE GRADE,OAKVILLE,CA,94562,NAPA,38.4222063,-122.4133508
CA-W-22674,"THE MASCOT WINE, LLC",THE MASCOT,1551 OAKVILLE GRADE,OAKVILLE,CA,94562,NAPA,38.4222063,-122.4133508
CA-W-16487,VILLA DEL LAGO LLC,VILLA DEL LAGO,1551 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4843551,-122.3446062
CA-W-15292,BRYAN RULISON HARRINGTON,HARRINGTON WINES,1559 CUSTER AVE,SAN FRANCISCO,CA,94124,SAN FRANCISCO,37.7458606,-122.3905877
CA-W-22326,RIDEAU CELLARS LLC,RIDEAU VINEYARD,1562 ALAMO PINTADO RD. A,SOLVANG,CA,93463,,34.6294128,-120.1140209
CA-W-15335,MARK LAVON HENRY,MONTOLIVA VINEYARD AND WINERY,15629 MT OLIVE RD,GRASS VALLEY,CA,95945,NEVADA,39.1448037,-120.979521
CA-W-1930,"LEONARDINI FAMILY WINERY, LLC",WHITEHALL LANE WINERY,1563 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5068137,-122.4731668
CA-W-3284,"BRYANT VINEYARDS, LTD.",BRYANT FAMILY VINEYARD,1567 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.48435,-122.340211
CA-W-16867,"DORSA MANAGEMENT COMPANY, LLC",LA RUSTICANA D'ORSA,15680 KENNEDY RD,LOS GATOS,CA,95032,SANTA CLARA,37.218053,-121.942123
CA-W-3618,STAGLIN FAMILY VINEYARD LLC,STAGLIN FAMILY VINEYARD,1570 BELLA OAKS LN,RUTHERFORD,CA,94573,NAPA,38.44086,-122.4264409
CA-W-3217,GERARDO CORDIANO AND ROSAMARIA CORDIANO,CORDIANO WINERY,15732 HIGHLAND VALLEY RD,ESCONDIDO,CA,92025,SAN DIEGO,33.0678922,-116.9919336
CA-W-16100,KT WINECO L.L.C.,FUTO ESTATE,1575 OAKVILLE GRADE RD,OAKVILLE,CA,94562,NAPA,38.4220032,-122.4138146
CA-W-22310,ELIAS HENRY WINES LLC,ELIAS HENRY WINES,15768 MOUNTAIN HOUSE RD,CAMPTONVILLE,CA,95922,YUBA,39.4554722,-121.0361258
CA-W-16540,"RODENBORN ENTERPRISES, LLC",TRYPHON VINEYARDS,15768 MOUNTAIN HOUSE RD,CAMPTONVILLE,CA,95922,YUBA,39.4554722,-121.0361258
CA-W-15878,SAMUEL D. & LESLIE B. ORIZA,ORIZABA WINERY,158 CALLE LINDA,FALLBROOK,CA,92028,SAN DIEGO,33.3162015,-117.2475176
CA-W-23515,NOVA BREWING LLC,NOVA BREWING COMPANY,1580 W SAN BERNARDINO RD UNIT H&I,COVINA,CA,91722,USA,34.088068,-117.9232067
CA-W-17121,TREANA WINERY LLC,HOPE FAMILY WINES,1585 LIVE OAK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5881344,-120.7212314
CA-W-22978,"DARK WATER WINERY, INC.",DARK WATER,1591 & 1595 STE B E CHESTNUT CT,LOMPOC,CA,93436,SANTA BARBARA,34.6424204,-120.4385032
CA-W-21639,DGGN LLC,CONARIUM WINES,1591 E CHESTNUT AVE,LOMPOC,CA,93436,SANTA BARBARA,34.6422073,-120.4392153
CA-W-17605,EUGENE MICHAEL PERATA,FRATELLI PERATA,1595 ARBOR RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5937196,-120.7133366
CA-W-3273,"FIDDLEHEAD CELLARS, LP",FIDDLEHEAD CELLARS,1597 E CHESTNUT AVE,LOMPOC,CA,93436,SANTA BARBARA,34.64215,-120.438668
CA-W-24010,CURVES & EDGES LLC,"CURVES & EDGES, LLC",1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-22858,"MCEVOY OF MARIN, LLC",MCEVOY RANCH,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-22880,"MCINTYRE VINEYARDS, INC.",MCINTYRE VINEYARDS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-2582,"MIURA VINEYARDS, LLC",MIURA VINEYARDS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-23537,SHUNYI CELLARS LLC,SHUNYI CELLARS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-16184,"SMALL VINES WINES, INC.",SMALL VINES WINES,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609
CA-W-22509,MAIDENSTOEN WINE CORPORATION,MAIDENSTOEN WINE,1600 SAUCELITO CREEK RD,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,35.1887308,-120.4026889
CA-W-22141,"SAUCELITO CANYON, INC. GP SAUCELITO CANYON LP",SAUCELITO CANYON VINEYARD,1600 SAUCELITO CREEK RD,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,35.1887308,-120.4026889
CA-W-22652,"TABLE BLUFF BREWING, INC.",LOST COAST BREWERY AND CAFE,1600 SUNSET DR,EUREKA,CA,95503,HUMBOLDT,40.7674523,-124.1890775
CA-W-23409,"MCFADDEN VINEYARD, INC.",MCFADDEN VINEYARD,16000 POWERHOUSE RD,POTTER VALLEY,CA,95469,MENDOCINO,39.3600298,-123.1288919
CA-W-23592,HUNEEUS WINES LLC,QUINTESSA WINERY,1601 SILVERADO TRL,RUTHERFORD,CA,94573,NAPA,38.4868491,-122.4105677
CA-W-16101,"POINT CONCEPTION WINES, LLC",POINT CONCEPTION WINES,1601 W CENTRAL AVE UNIT F,LOMPOC,CA,93436,SANTA BARBARA,34.6615083,-120.4763553
CA-W-2911,ALLEN F. AND SUZANNE D'ALO KREUTZER,DRYTOWN CELLARS,16030 HIGHWAY 49,DRYTOWN,CA,95699,AMADOR,38.4457968,-120.8598757
CA-W-2959,SEA SMOKE INC.,SEA SMOKE,1604 N O ST,LOMPOC,CA,93436,SANTA BARBARA,34.664068,-120.4659159
CA-W-16220,"GIRACCI VINEYARDS & FARMS, INC.",GIRACCI VINEYARDS & FARMS,16162 JACKSON RANCH RD,SILVERADO,CA,92676,ORANGE,33.7282141,-117.6489619
CA-W-3336,"OLABISI, LLC",OLABISI,1617 CEDAR ST,CALISTOGA,CA,94515,NAPA,38.5785672,-122.5854301
CA-W-3501,BRADLEY DAVID TERRILL,TERRILL CELLARS,16175 MAIN ST,LOWER LAKE,CA,95457,LAKE,38.9104546,-122.6102614
CA-W-15737,"RISA WINES, LLC",TERISA,1618 CEDAR ST,CALISTOGA,CA,94515,NAPA,38.5790054,-122.5851301
CA-W-17665,"ONESTA WINES, LLC",ONESTA WINES,1620 S WHITE HALL LN,HELENA,CA,94574,NAPA,38.4615461,-122.4445343
CA-W-20332,ROBERT WILLIAMS,CALDER WINE COMPANY,1620 S WHITEHALL LN,SAINT HELENA,CA,94574,NAPA,38.4615461,-122.4445343
CA-W-3049,JULIE JOHNSON,TRES SABORES,1620 S WHITEHALL LN,SAINT HELENA,CA,94574,NAPA,38.4615461,-122.4445343
CA-W-20454,LARRY D. CONLEY,NORTHERN CALIFORNIA SPECIALTY WINES,1623 BELTLINE RD STE 4,REDDING,CA,96003,SHASTA,40.631021,-122.3897524
CA-W-21062,"CHINOOK CELLARS, INC.",HATFIELD CREEK WINERY,1625 HIGHWAY 78,RAMONA,CA,92065,SAN DIEGO,33.0464326,-116.8288889
CA-W-3074,WATERMAN & WATERMAN ENTERPRISES,BROCHELLE VINEYARDS,1625 VALLEY QUAIL PL,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.673743,-120.722712
CA-W-15831,PATRICK JAMES AND MOLLY CLAIRE SURGALSKI,WINDHOVER,16252 NILES RD,LOS GATOS,CA,95033,SANTA CRUZ,37.1438055,-122.0096305
CA-W-20231,MARK STEVEN LUCCHESI,LUCCA WINERY,16261 E RIVER RD,RIPON,CA,95366,SAN JOAQUIN,37.763086,-121.111792
CA-W-21640,HERMITAGE BREWING COMPANY LP,HERMITAGE WINERY,1627 S 7TH ST,SAN JOSE,CA,95112,SANTA CLARA,37.3135169,-121.8669683
CA-W-2878,"TPWC, INC.",SIMI WINERY,16275 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.6404933,-122.8737963
CA-W-21320,SPRING RIDGE ENTERPRISES LLC,TURKEY RIDGE VINEYARDS,16288 TEXAS SPRINGS RD,REDDING,CA,96001,SHASTA,40.5151777,-122.4548567
CA-W-15432,"GREEN VALLEY VINTNERS, LLC",G V CELLARS,1635 MASON RD,FAIRFIELD,CA,94534,SOLANO,38.2429196,-122.1686402
CA-W-17091,"J. EPPLER WINES, LLC",JOHN ROBERT EPPLER WINES,1635 MASON RD,FAIRFIELD,CA,94534,SOLANO,38.2429196,-122.1686402
CA-W-16093,"EAST VALLEY WINES, LLC",EAST VALLEY WINES,1637 E LAUREL AVE,LOMPOC,CA,93436,SANTA BARBARA,34.6442071,-120.4380623
CA-W-23712,SWEETZER CELLARS INC.,SWEETZER CELLARS,1637 E LAUREL AVE,LOMPOC,CA,93436,SANTA BARBARA,34.6442071,-120.4380623
CA-W-17110,"FORTUNATUS, LLC",BRAVIUM,"16370 DYERVILLE LOOP RD BLDG 201,",MYERS FLAT,CA,95554,SAN FRANCISCO,40.2514079,-123.7670677
CA-W-21669,"STONUM VINEYARDS, INC.",STONUM VINEYARDS,16388 N ALPINE RD,LODI,CA,95240,,38.1296145,-121.2148202
CA-W-16818,"LUCIA HIGHLANDS VINEYARD, INC.",LUCIA HIGHLANDS VINEYARD,1645 RIVER RD,SALINAS,CA,93908,MONTEREY,36.4808737,-121.4842903
CA-W-16316,"OTTER COVE, LLC",OTTER COVE WINES,1645 RIVER RD,SALINAS,CA,93908,MONTEREY,36.4808737,-121.4842903
CA-W-15263,"PWG, LLC",PESSAGNO WINERY,1645 RIVER RD,SALINAS,CA,93908,MONTEREY,36.4808737,-121.4842903
CA-W-23754,FENNACY WINE COMPANY LLC,REPUBLICAN RED,1645 RIVER RD,SALINAS,CA,93908,MONTEREY,36.4808737,-121.4842903
CA-W-16877,GERALD JAMES PETERSON,AIMEE JUNE WINERY,1645 SAN PEDRO AVE,MORGAN HILL,CA,95037,SANTA CLARA,37.131847,-121.621001
CA-W-17233,EAGLE ROCK INVESTMENTS INC.,EAGLE ROCK VINEYARDS,1645 SAN PEDRO AVE,MORGAN HILL,CA,95037,SANTA CLARA,37.131847,-121.621001
CA-W-22101,MICHAEL J. MANN AND RUTH C. MANN,MANN CELLARS,1645 SAN PEDRO AVE,MORGAN HILL,CA,95037,SANTA CLARA,37.131847,-121.621001
CA-W-15635,MICHAEL SAMPOGNARO & MARYCLAIRE SAMPOGNARO,MORGAN HILL CELLARS,1645 SAN PEDRO AVE,MORGAN HILL,CA,95037,SANTA CLARA,37.131847,-121.621001
CA-W-15865,"ZAPLINE, INC.",VMV,16475 N LOCUST TREE RD,LODI,CA,95240,SAN JOAQUIN,38.1305683,-121.1970316
CA-W-15151,"WOODBRIDGE WINERY, INC.",WOODBRIDGE BEVERAGE COMPANY,1649 E VICTOR RD,LODI,CA,95240,SAN JOAQUIN,38.1383737,-121.2426951
CA-W-15519,"ANCIENT PEAK, INC.",ANCIENT PEAKS WINERY,1650 RAMADA DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5921032,-120.6936771
CA-W-16102,DONALD E. NAUMANN,NAUMANN VINEYARDS,16505 MONTEBELLO RD,CUPERTINO,CA,95014,SANTA CLARA,37.3003392,-122.1118504
CA-W-23543,ROMIGLIO RIDGE L.L.C.,"ROMIGLIO RIDGE, L.L.C.",1651 SCOOTER LN,FALLBROOK,CA,92028,SAN DIEGO,33.3638046,-117.1946207
CA-W-3324,"GREEN FAMILY WINERY, LLC.",PAINT HORSE RANCH,16510 ARNOLD DR,SONOMA,CA,95476,SONOMA,38.3245878,-122.5068636
CA-W-21879,"RBZ VINEYARDS, LLC",SEXTANT WINES,1653 OLD PRICE CANYON RD,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.2022752,-120.6121756
CA-W-23923,"SURF CITY STILL WORKS, LLC",SURF CITY STILL WORKS,16561 GEMINI LN,HUNTINGTON BEACH,CA,92647,ORANGE COUNTY,33.7218239,-118.0018656
CA-W-22958,WINSLOWS INC,WINSLOWS FAMILY VINEYARD AND WINERY,1672 E LOS ANGELES AVE,SOMIS,CA,93066,VENTUR,34.2630938,-119.0473099
CA-W-23708,SKY VALLEY CELLARS LLC,SKY VALLEY CELLARS,16729 SKY VALLEY DR,RAMONA,CA,92065,,33.0437818,-116.9652645
CA-W-17793,"PESTONI BROTHERS, LLC",PESTONI FAMILY,1673 ST HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.471534,-122.4356649
CA-W-800,ROUND HILL CELLARS INC,RUTHERFORD WINE COMPANY,1680 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.4886045,-122.4071719
CA-W-22889,PROSPORTS PRODUCTS,TRE COLLINE THREE HILLS WINERY,16805 HIGHLAND VALLEY RD,RAMONA,CA,92065,SAN DIEGO,33.0305435,-116.9649367
CA-W-22022,BRIAN J WIER,OLD SURVEY WIER VENTURES,16884 OLD SURVEY RD,ESCONDIDO,CA,92025,USA,33.0764656,-116.9587734
CA-W-22699,"BOYLE MACDONALD, LLC",BOYLE MACDONALD WINES,1690 MONGE RANCH RD,DOUGLAS FLAT,CA,95251,,38.112393,-120.451948
CA-W-21602,2M3YS LLC,LE MULET ROUGE VINEYARD & WINERY,16915 RED MULE RD,FIDDLETOWN,CA,95629,,38.493568,-120.70917
CA-W-21760,"RANCHO VICTORIA VINEYARD, LLC",RANCHO VICTORIA VINEYARD,16920 GREILICH RD,PLYMOUTH,CA,95669,,38.4549588,-120.8888731
CA-W-22041,ALCHEMY VINES LTD LIABILITY CO,ALCHEMY VINES,16923 HIGHLAND VALLEY RD,RAMONA,CA,92065,,33.0318655,-116.9610203
CA-W-23739,ELLSWORTH WINES LLC,ELLSWORTH WINES,16930 KOZY NEST CT,PENN VALLEY,CA,95946,NEVADA,39.1912,-121.1691149
CA-W-22292,TREASURY WINE ESTATES AMERICAS COMPANY,PROVENANCE VINEYARDS,1695 SAINT HELENA HWY,RUTHERFORD,CA,94573,,38.4700895,-122.4331876
CA-W-21476,"COMARTIN CELLARS, INC.",COMARTIN CELLARS,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,,37.499054,-122.241592
CA-W-3342,"DOMINICK CHIRICHILLO WINES ""LLC""",DOMINICK CHIRICHILLO WINES,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO,37.499054,-122.241592
CA-W-21598,GLORIA J DESIGNS LLC,GLORIA J WINES,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO,37.499054,-122.241592
CA-W-16905,GEORGE BENJAMIN LAMOTTE III,LAMOTTE CELLARS,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO,37.499054,-122.241592
CA-W-20182,"BEAN CREEK WINERY, LLC",ROUDON-SMITH WINERY,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO,37.499054,-122.241592
CA-W-22080,"SILVIA CELLARS, LLC",SILVIA CELLARS WINERY,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,USA,37.499054,-122.241592
CA-W-16166,"CLOS DE LA TECH, LLC",CLOS DE LA TECH,1697 INDUSTRIAL RD UNIT 2,SAN CARLOS,CA,94070,SAN MATEO,37.499054,-122.241592
CA-W-21299,"SPANISH PEACOCK WINERY, INC.",SPANISH PEACOCK WINERY,16987 LYONS VALLEY RD,JAMUL,CA,91935,SAN DIEGO,32.7085453,-116.7803285
CA-W-21644,"ABNORMAL COMPANY, INC.",ABNORMAL WINE COMPANY,16990 VIA TAZON STE 123,SAN DIEGO,CA,92127,,33.0236355,-117.0859077
CA-W-2754,"STOLPMAN VINEYARDS, LLC",STOLPMAN VINEYARDS,1700 INDUSTRIAL WAY STE B,LOMPOC,CA,93436,SANTA BARBARA,34.6423444,-120.4372484
CA-W-22676,"SANDHI VINTNERS, LLC",SANDHI WINES,1700 INDUSTRIAL WAY UNIT A,LOMPOC,CA,93436,SANTA BARBARA,34.6423444,-120.4372484
CA-W-21277,CHANAME WINES LLC,CHANAME WINES,1700 MOON MOUNTAIN RD,SONOMA,CA,95476,SONOMA,38.3411136,-122.4718517
CA-W-23967,D.O.B. WINE COMPANY LLC,GAIL WINES,1700 MOON MOUNTAIN RD,SONOMA,CA,95476,SONOMA,38.3411136,-122.4718517
CA-W-21578,PANGLOSS CELLARS LLC,PANGLOSS,1700 MOON MOUNTAIN RD,SONOMA,CA,95476,SONOMA,38.3411136,-122.4718517
CA-W-2520,"ALTAMURA WINERY, INC.",ALTAMURA WINERY,1700 WOODEN VALLEY RD,NAPA,CA,94558,NAPA,38.3636333,-122.1747735
CA-W-2497,THE WINE GROUP LLC,FRANZIA WINERY,17000 E STATE HIGHWAY 120,RIPON,CA,95366,SAN JOAQUIN,37.7978323,-121.101022
CA-W-16627,"COURAGEOUS, INC.",SERA FINA CELLARS,17000 LATROBE RD,PLYMOUTH,CA,95669,AMADOR,38.4558324,-120.9157786
CA-W-23813,TERAH WINE COMPANY LLC,TERAH WINE CO,17007 HEATHERWOOD WAY,MORGAN HILL,CA,95037,,37.1384011,-121.6174573
CA-W-15706,CACTUS STAR LLC,CACTUS STAR VINEYARD,17029 HANDLEBAR RD,RAMONA,CA,92065,SAN DIEGO,33.0201572,-116.9279771
CA-W-17035,"PALMINA, LLC",PALMINA,1704 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA,34.6425466,-120.4367983
CA-W-15970,STEPHEN L. AND MARILYN V. KAHLE,WOOF'N ROSE WINERY,17073 GARJAN LN,RAMONA,CA,92065,SAN DIEGO,33.0211779,-116.9378904
CA-W-1507,ROY S. FELLOM AND ROY E. FELLOM,FELLOM RANCH VINEYARDS,17075 MONTEBELLO RD,CUPERTINO,CA,95014,SANTA CLARA,37.2958042,-122.120688
CA-W-20478,"QUANTUM WINES, LLC",PENCE RANCH,1708 INDUSTRIAL WAY UNIT D & E,LOMPOC,CA,93436,SANTA BARBARA,34.6425981,-120.4363045
CA-W-1182,"BOEGER WINERY, INC.",BOEGER WINERY,1709 CARSON RD,PLACERVILLE,CA,95667,EL DORADO,38.743746,-120.775617
CA-W-21283,ARETE WINES LLC,DOMAINE DE LA COTE,1712 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA,34.6422625,-120.436646
CA-W-16284,"THE EVENING LAND & VINEYARDS, LLC",THE EVENING LAND & VINEYARDS,1712 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA,34.6422625,-120.436646
CA-W-1889,"NAPA VALLEY SPECIALTY WINES, INC.",NAPA VALLEY SPECIALTIES,1720 ACADEMY AVE,SANGER,CA,93657,FRESNO,36.6928687,-119.5538379
CA-W-16257,PATRICIA HOWE,PATRICIA HOWE WINES,1720 SPENCER ST,NAPA,CA,94559,NAPA,38.3033052,-122.2950939
CA-W-17582,GREGORY T. CROUSE AND KAREN C. CROUSE,MOUNT VEEDER MAGIC VINEYARDS,1721 PARTICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-1914,HIGHGATE WINE COMPANY,ARNS WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-21166,"CHATEAU POTELLE HOLDINGS, LLC",CHATEAU POTELLE,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-15896,COCKERELL WINE CONSULTING LLC,COQUEREL FAMILY WINE ESTATES,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-16401,"FONTANELLA WINES, LLC",FONTANELLA FAMILY WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-16636,"SUNSET ARRANGERS, INC.",LION'S RUN WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-22488,GREGORY ROBERT MELANSON,MELANSON VINEYARDS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-21206,JASON MIKAMI & MITZI ONIZUKA,MIKAMI VINEYARDS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-17565,"PARTRIDGE CELLARS, LLC",PARTRIDGE CELLARS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-15768,MICHAEL C. YATES,YATES FAMILY VINEYARD,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-17584,"HENSLEY FAMILY VINEYARDS, L.L.C.",HENSLEY FAMILY VINEYARDS,1721 PATRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841
CA-W-17428,"KOHILL VINEYARD AND WINERY, INC.",KOHILL WINERY,17211 HIGHLANDER RD,RAMONA,CA,92065,SAN DIEGO,33.0284734,-116.9525409
CA-W-17111,KIDDER & ASSOCIATES INCORPORATED,KIDDER FAMILY WINERY,17266 HILLSIDE DR,LODI,CA,95240,SAN JOAQUIN,38.139981,-121.1441455
CA-W-23029,SPENKER FAMILY FARMS LLC,SPENKER WINERY,17303 N DEVRIES RD,LODI,CA,95242,SAN JOAQUIN,38.138722,-121.357797
CA-W-21348,"DULZURA VINEYARD AND WINERY, LLC",DULZURA VINEYARD AND WINERY,17323 HIGHWAY 94,DULZURA,CA,91917,SAN DIEGO,32.6408738,-116.7744605
CA-W-3176,"BERGHOLD WINE SALES, LLC",BERGHOLD VINEYARDS,17343 N CHERRY RD,LODI,CA,95240,SAN JOAQUIN,38.1394028,-121.2158476
CA-W-3253,ARTHUR ROBERT KOTH & MARY LOUISE KOTH,MOKELUMNE GLEN VINEYARDS,17347 E GAWNE RD STE B,STOCKTON,CA,95215,SAN JOAQUIN,37.8919057,-121.1026738
CA-W-16107,JERRY & KIMBERLY MONAHAN,BELLA VICTORIAN VINEYARD,1735 PANCHO RD,CAMARILLO,CA,93012,VENTURA,34.1851228,-119.0097349
CA-W-21979,"SYCAMORE RANCH VINEYARD & WINERY, LLC",SYCAMORE RANCH VINEYARD & WINERY,174 N DART CANYON RD,CRESTLINE,CA,92325,SAN BERNARDINO,34.2529876,-117.2592298
CA-W-3196,PETER R. & MARYBETH SMIDERLE,MONICLAIRE,1750 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.654268,-122.9071
CA-W-22592,"OBLOQUY, INC.",NEXT OF KYN,1750 N VENTURA AVE UNIT 5,VENTURA,CA,93001,,34.297678,-119.2921988
CA-W-15234,JERALD G. ROSS & JUDITH D. ROSS,ROSS VINEYARDS,17520 OAK GLEN AVE,MORGAN HILL,CA,95037,SANTA CLARA,37.1229483,-121.7012117
CA-W-17745,KOSTAS KAPINIARIS,STAMA WINERY,17521 N DAVIS RD,LODI,CA,95242,SAN JOAQUIN,38.1408839,-121.3357787
CA-W-21993,BRIAN KENNER,JULIAN CIDERWORKS,17550 HARRISON PARK RD,JULIAN,CA,92036,SAN DIEGO,33.0319777,-116.5790715
CA-W-23985,DANIEL RAY MANIES,DRM WINERY,1758 INDUSTRIAL WAY STE 213,NAPA,CA,94558,NAPA,38.3193028,-122.3040748
CA-W-21875,PAUL SCHMITZ,SCHMITZ WINES,17585 STATE 49 HWY,PLYMOUTH,CA,95669,AMADOR,38.4643319,-120.8569375
CA-W-16156,E. & J. GALLO WINERY,WILLIAM HILL WINERY,1761 ATLAS PEAK RD,NAPA,CA,94558,NAPA,38.3555165,-122.2700462
CA-W-2206,"SCHWAESDALL WINERY, INC.",SCHWAESDALL WINERY,17677 RANCHO DE ORO DR,RAMONA,CA,92065,SAN DIEGO,33.0079151,-116.9243429
CA-W-22516,"DJC ENTERPRISES, INC.",RAGING CIDER & MEAD CO.,177 NEWPORT DR STE B,SAN MARCOS,CA,92069,SAN DIEGO,33.1440819,-117.1875453
CA-W-23571,LMR WINE ESTATES LLC,LONG MEADOW RANCH WINERY,1775 WHITEHALL LN,SAINT HELENA,CA,94574,NAPA,38.4616104,-122.4630862
CA-W-15252,JACK L. WOODS,ORANGE WOODS WINERY,17755 MESA DR,PAUMA VALLEY,CA,92061,SAN DIEGO,33.3114514,-116.9584974
CA-W-16391,"CIMARONE WINES, LLC",CIMARONE WINES,1777 FLETCHER WAY,SANTA YNEZ,CA,93460,SANTA BARBARA,34.632743,-120.0120534
CA-W-23647,FERRARO FAMILY WINES LLC,FERRARO FAMILY WINES,17793 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.414772,-121.671865
CA-W-21829,"CUTRUZZOLA VINEYARDS, LLC",CUTRUZZOLA VINEYARDS,178 SUBURBAN RD,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.244338,-120.670103
CA-W-20131,"PELOTON CELLARS, INC.",PELOTON CELLARS,178 SUBURBAN RD,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.244338,-120.670103
