PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Merge_Name
CA-W-23111,"FLINT KNOLL, LLC",FLINT KNOLL WINERY,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5958836,-122.6065815,FLINT KNOLL
CA-W-23594,HUNEEUS WINES LLC,FLOWERS VINEYARD & WINERY,2064 GRAVENSTEIN HWY N BLDG 3 STE. 31-35,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,FLOWERS
CA-W-23593,HUNEEUS WINES LLC,FLOWERS VINEYARD & WINERY,28500 SEAVIEW RD,CAZADERO,CA,95421,SONOMA,38.546907,-123.236948,FLOWERS
CA-W-23590,HUNEEUS WINES LLC,FLOWERS VINEYARD AND WINERY,4035 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5640436,-122.8711724,FLOWERS AND
CA-W-23681,FLUENT WINE COMPANY LLC,FLUENT WINE CO.,3730 SILVERADO TRAIL N,SAINT HELENA,CA,94574,NAPA,38.554794,-122.5010513,FLUENT
CA-W-17335,"MAGNUS, LLC",FLYING HORSE WINERY,7830 ST HELENA HWY STE 8,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,FLYING HORSE
CA-W-22989,FLYING LADY LLC,FLYING LADY,3524 SILVERADO TRL N,ST HELENA,CA,94574,NAPA,38.5473988,-122.4883611,FLYING LADY
CA-W-23400,FLYING LADY LLC,FLYING LADY,3747 LANGTRY RD,ST HELENA,CA,94574,NAPA,38.5043482,-122.5377381,FLYING LADY
CA-W-16295,"LIMBO, INC.",FOG CREST,7602 OCCIDENTAL RD,SEBASTOPOL,CA,95472,SONOMA,38.428829,-122.84181,FOG CREST
CA-W-21577,"MOUNTAIN VALLEY VINEYARDS, INC.",FOGLINE VINEYARDS,875 RIVER RD,FULTON,CA,95439,SONOMA,38.497928,-122.766893,FOGLINE
CA-W-21230,"FOLEY FAMILY WINES, INC.",FOLEY JOHNSON,8350 ST HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.4503113,-122.4135879,FOLEY JOHNSON
CA-W-22468,"FOLEY FAMILY WINES, INC.",FOLEY SONOMA,5110 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6822049,-122.8353777,FOLEY SONOMA
CA-W-16175,"FOLIO WINE COMPANY, LLC",FOLIO WINE COMPANY,610 FIRST ST SUITE CM-9,NAPA,CA,94559,NAPA,38.2984582,-122.2876595,FOLIO
CA-W-15894,"FOLIO WINE COMPANY, LLC",FOLIO WINE PARTNERS,2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,FOLIO PARTNERS
CA-W-16401,"FONTANELLA WINES, LLC",FONTANELLA FAMILY WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,FONTANELLA
CA-W-2291,JAMES F. FORCHINI AND ANITA K. FORCHINI,FORCHINI VINEYARDS AND WINERY,5141 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6771228,-122.9356669,FORCHINI AND
CA-W-17085,"FORE FAMILY VINEYARDS, LLC",FORE FAMILY VINEYARDS,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,FORE
CA-W-1295,RICHARD WALLACE FORMAN,FORMAN VINEYARD,1501 BIG ROCK RD,SAINT HELENA,CA,94574,NAPA,38.5176129,-122.4470556,FORMAN
CA-W-15162,FORT ROSS VINEYARD & WINERY LLC,FORT ROSS VINEYARD & WINERY,3354 COFFEY LN SUITE A,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,FORT ROSS
CA-W-16566,FORTH DRY CREEK ESTATE LLC,FORTH VINEYARDS,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.6077762,-122.8670745,FORTH
CA-W-17441,"BOLENOLOGY, LLC",FORTHRIGHT WINERY,2253 DRY CREEK RD,NAPA,CA,94558,NAPA,38.3302003,-122.3436764,FORTHRIGHT
CA-W-23559,"FORTUNATI WINERY, LLC",FORTUNATI WINERY,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,FORTUNATI
CA-W-23358,"FORTUNATI WINERY, LLC",FORTUNATI WINERY,980 SALVADOR AVE,NAPA,CA,94558,NAPA,38.3476508,-122.307762,FORTUNATI
CA-W-15660,"FOTINOS BROTHERS WINERY, INC.",FOTINOS BROTHERS WINERY,2762 PINE ST,NAPA,CA,94558,NAPA,38.2914237,-122.3072748,FOTINOS BROTHERS
CA-W-23218,FOUR BEARS WINERY LLC,FOUR BEARS WINERY,205 JIM OSWALT WAY STE A,AMERICAN CANYON,CA,94503,NAPA,38.1945862,-122.2776174,FOUR BEARS
CA-W-22215,FOUR BEARS WINERY LLC,FOUR BEARS WINERY,21481 8TH ST E STE 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,FOUR BEARS
CA-W-20440,"SIERRA WINE COMPANY, LLC",FOUR WINDS CELLARS,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,FOUR WINDS
CA-W-16820,FOURTH ESTATE WINES LLC,FOURTH ESTATE,1300 MONTGOMERY RD,SEBASTOPOL,CA,95472,SONOMA,38.4094917,-122.8831123,FOURTH
CA-W-22029,"FOURTH LEAF WINES, LLC",FOURTH LEAF WINES,1907 N KELLY RD,NAPA,CA,94558,NAPA,38.2315007,-122.2580574,FOURTH LEAF
CA-W-22853,"FOURTH LEAF WINES, LLC",FOURTH LEAF WINES,3125 ST HELENA HWY N,ST HELENA,CA,94574,NAPA,38.5280744,-122.5025304,FOURTH LEAF
CA-W-15413,FOX PEAK LLC,FOX PEAK VINEYARDS,4015 ATLAS PEAK RD,NAPA,CA,94558,NAPA,38.4261529,-122.2491606,FOX PEAK
CA-W-2649,"FRANK FAMILY VINEYARDS, LLC",FRANK FAMILY VINEYARDS,1091 LARKMEAD LN,CALISTOGA,CA,94515,NAPA,38.559337,-122.5222468,FRANK
CA-W-24005,DANLIN CORPORATION,FRANKLIN SON PERE,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,FRANKLIN SON PERE
CA-W-3192,"FREEMAN FAMILY WINERY, LLC",FREEMAN FAMILY WINERY,1300 MONTGOMERY RD,SEBASTOPOL,CA,95472,SONOMA,38.4094917,-122.8831123,FREEMAN
CA-W-16109,"JACKSON FAMILY WINES, INC.",FREEMARK ABBEY,3022 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5255028,-122.4964743,FREEMARK ABBEY
CA-W-17338,"NEW WEST, LLC",FREESTONE VINEYARDS,200 TAPLIN RD,SAINT HELENA,CA,94574,NAPA,38.5026412,-122.4281532,FREESTONE
CA-W-23614,"FRESH GRAPES, LLC",FRESH GRAPES,2515 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.2554715,-122.2754021,FRESH GRAPES
CA-W-17484,MANUEL & MARIA FRIAS,FRIAS FAMILY VINEYARD,4550 N SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5754844,-122.5495595,FRIAS
CA-W-23444,"FRIAS FAMILY VINEYARD, INC.",FRIAS FAMILY VINEYARD,4550 SILVERADO TRAIL N,CALISTOGA,CA,94515,NAPA,38.5754844,-122.5495595,FRIAS
CA-W-703,WILLIAM R. FRICK,FRICK WINERY,23072 WALLING RD,GEYSERVILLE,CA,95441,SONOMA,38.7151229,-122.9498851,FRICK
CA-W-22336,"FRIEDEMAN WINES, LLC",FRIEDEMAN WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,FRIEDEMAN
CA-W-1015,"FRITZ CELLARS, INC.",FRITZ CELLARS,24691 DUTCHER CREEK RD,CLOVERDALE,CA,95425,SONOMA,38.7365056,-122.9878089,FRITZ
CA-W-16785,"FROSTWATCH VINEYARD & WINERY, LLC",FROSTWATCH VINEYARD & WINERY,3358 COFFEY LN,SANTA ROSA,CA,95404,SONOMA,38.4722735,-122.7431565,FROSTWATCH
CA-W-16100,KT WINECO L.L.C.,FUTO ESTATE,1575 OAKVILLE GRADE RD,OAKVILLE,CA,94562,NAPA,38.4220032,-122.4138146,FUTO
CA-W-17285,"G WINE CELLARS, LLC",G WINE CELLARS,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,G
CA-W-23545,GADERIAN LLC,GADERIAN,3524 N SILVERADO TRL,ST HELENA,CA,94574,NAPA,38.5473988,-122.4883611,GADERIAN
CA-W-23967,D.O.B. WINE COMPANY LLC,GAIL WINES,1700 MOON MOUNTAIN RD,SONOMA,CA,95476,SONOMA,38.3411136,-122.4718517,GAIL
CA-W-15795,"GALLERON SIGNATURE WINES, LLC",GALLERON SIGNATURE WINES,759 LA HOMA DR,NAPA,CA,94558,NAPA,38.31997,-122.287847,GALLERON SIGNATURE
CA-W-21096,"GALLICA WINES, LLC",GALLICA WINERY,255 LONG RANCH RD,ST. HELENA,CA,94574,NAPA,38.461053,-122.343615,GALLICA
CA-W-22705,"GALLICA WINES, LLC",GALLICA WINERY,3125 N ST. HELENA HWY,ST. HELENA,CA,94574,NAPA,38.5280744,-122.5025304,GALLICA
CA-W-1947,E. & J. GALLO WINERY,GALLO FAMILY VINEYARDS,3387 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6536427,-122.9205428,GALLO
CA-W-16643,"GANN FAMILY VINEYARDS, INC.",GANN FAMILY CELLARS,4545 THOMAS LAKE HARRIS DR,SANTA ROSA,CA,95403,SONOMA,38.4931885,-122.7238285,GANN
CA-W-16291,"GARCIA FAMILY VINEYARDS, INC.",GARCIA FAMILY VINEYARDS,3354 COFFEY LN,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,GARCIA
CA-W-3531,"GARDEN CREEK VINEYARDS, LLC",GARDEN CREEK VINEYARDS,2335 GEYSERS RD,GEYSERVILLE,CA,95441,SONOMA,38.6989286,-122.8266737,GARDEN CREEK
CA-W-17524,"GF WINES, LLC",GARY FARRELL WINERY,10701 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5075737,-122.89736,GARY FARRELL
CA-W-17239,"GARY RAPHAEL VINTNERS, LLC",GARY RAPHAEL VINTNERS,4001 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.6886052,-122.8489052,GARY RAPHAEL
CA-W-15366,"GENERATIONS OF SONOMA, LLC",GENERATIONS OF SONOMA WINERY,21481 8TH ST SUITE 3-6,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,GENERATIONS OF SONOMA
CA-W-22220,"GRR VINEYARD, LLC",GEORG RAFAEL VINEYARDS,2253 DRY CREEK RD,NAPA,CA,94558,NAPA,38.3302003,-122.3436764,GEORG RAFAEL
CA-W-20469,"GRR VINEYARD, LLC",GEORG RAFAEL VINEYARDS,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,GEORG RAFAEL
CA-W-3503,"GEORGE WINE COMPANY, LLC",GEORGE WINE COMPANY,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,GEORGE
CA-W-22961,GIRARD WINERY LLC,GIRARD WINERY,1077 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.572037,-122.550632,GIRARD
CA-W-15415,GIRARD WINERY LLC,GIRARD WINERY,21684 8TH ST E STE 300,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,GIRARD
CA-W-16514,"GLENLYON WINERY, LLC",GLENLYON WINERY,2750 JOHNS HILL RD,GLEN ELLEN,CA,95442,SONOMA,38.3930999,-122.562167,GLENLYON
CA-W-23260,GLENWOOD CELLARS WINES LLC,GLENWOOD CELLARS,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279,GLENWOOD
CA-W-1407,"FREIXENET SONOMA CAVES, INC.",GLORIA FERRER WINERY,23555 ARNOLD DR,SONOMA,CA,95476,SONOMA,38.2225457,-122.4676075,GLORIA FERRER
CA-W-23201,GOAT ROCK CIDER COMPANY LLC,GOAT ROCK CIDER COMPANY LLC,1364 N MCDOWELL BLVD UNIT 24,PETALUMA,CA,94954,SONOMA,38.2739093,-122.6646534,GOAT ROCK CIDER LLC
CA-W-23190,"DEVOTO-WADE, LLC.",GOLDEN STATE CIDER,1451 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.6307571,-122.8770999,GOLDEN STATE CIDER
CA-W-23377,"DEVOTO-WADE, LLC.",GOLDEN STATE CIDER,180 MORRIS ST STE 140 & 150,SEBASTOPOL,CA,95472,SONOMA,38.4041533,-122.8197109,GOLDEN STATE CIDER
CA-W-23927,GOODACRE VINEYARDS LLC,GOODACRE VINEYARDS,1430 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.6292176,-122.8760207,GOODACRE
CA-W-2770,RAYMOND E. & BONNIE E. GOEPFRICH,GOPFRICH,7564 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6871531,-122.9577268,GOPFRICH
CA-W-22174,"GORE FAMILY VINEYARDS, LLC",GORE FAMILY VINEYARDS,119 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.6115629,-122.875719,GORE
CA-W-2684,"GRACE FAMILY VINEYARDS, LLC",GRACE FAMILY VINEYARDS,1210 ROCKLAND DR,SAINT HELENA,CA,94574,NAPA,38.5222338,-122.496629,GRACE
CA-W-20609,"GRACIANNA, INC.",GRACIANNA WINERY,3358 COFFEY LN UNIT D,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,GRACIANNA
CA-W-22572,RICHARD GRAESER,GRAESER WINERY,877 VALLEJO ST,NAPA,CA,94559,NAPA,38.304195,-122.286799,GRAESER
CA-W-23408,GRAND NAPA WINE COMPANY LLC,GRAND NAPA WINE COMPANY LLC,21660 8TH ST E BLDG A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,GRAND NAPA LLC
CA-W-15991,"GRAPECRAFT WINE MARKETING, LIMITED LIABILITY COMPANY",GRAPECRAFT WINES,1365 GRAVENSTEIN HWY,SEBASTOPOL,CA,95472,SONOMA,38.4153204,-122.8448646,GRAPECRAFT
CA-W-16747,GRAPEWAGON CORPORATION,GRAPEWAGON CORP.,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.5922955,-122.8619903,GRAPEWAGON CORP.
CA-W-23519,GREATER FOOL WINE LLC,GREATER FOOL WINE,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,GREATER FOOL
CA-W-2361,NICHOLAS F. GREBEN,GREBENNIKOFF VINEYARDS,18470 CARRIGER RD,SONOMA,CA,95476,SONOMA,38.3022818,-122.5039211,GREBENNIKOFF
CA-W-15091,GREEN AND RED VINEYARD LLC,GREEN & RED VINEYARD,3208 CHILES POPE VALLEY RD,SAINT HELENA,CA,94574,NAPA,38.5341066,-122.3391695,GREEN & RED
CA-W-21757,PINES PARTNERS LLC,GREGORY JAMES WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6326374,-122.8951478,GREGORY JAMES
CA-W-761,GRGICH HILLS CELLAR,GRGICH HILLS ESTATE,1829 ST HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.4651148,-122.4304447,GRGICH HILLS
CA-W-20370,"LOVALL VALLEY WINERY, LLC",GRIEVE FAMILY WINES,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,GRIEVE
CA-W-23753,GRIFFO DISTILLERY LLC,GRIFFO DISTILLERY,1320 SCOTT ST STE A AND B,PETALUMA,CA,94954,SONOMA,38.2705107,-122.6644054,GRIFFO DISTILLERY
CA-W-23342,GRINDSTONE WINES LLC,GRINDSTONE WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,GRINDSTONE
CA-W-23951,UNENCUMBERED LLC,GROOVE WINES,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,GROOVE
CA-W-17268,GROS VENTRE CELLARS LLC,GROS VENTRE CELLARS,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,GROS VENTRE
CA-W-20461,"GUADAGNI FAMILY WINES, LLC",GUADAGNI FAMILY WINES,1431 A&B GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.6294191,-122.8771774,GUADAGNI
CA-W-15125,MARTIN GUERRERO AND OLGA FERNANDEZ,GUERRERO FERNANDEZ WINERY,7724 BELL RD,WINDSOR,CA,95492,SONOMA,38.5371627,-122.8042129,GUERRERO FERNANDEZ
CA-W-16266,GUFFY FAMILY WINES LLC,GUFFY FAMILY WINES,4015 ATLAS PEAK RD,NAPA,CA,94558,NAPA,38.4261529,-122.2491606,GUFFY
CA-W-2930,VINEBURG LLC,GUNDLACH BUNDSCHU WINERY,2000 DENMARK ST,SONOMA,CA,95476,SONOMA,38.2785715,-122.4209597,GUNDLACH BUNDSCHU
CA-W-3279,GUSTAVO LLC,GUSTAVO WINES,902 ENTERPRISE WAY SUITE P,NAPA,CA,94558,NAPA,38.2587139,-122.2717063,GUSTAVO
CA-W-3416,"H DE V, LLC",H DE V,588 TRANCAS ST,NAPA,CA,94558,NAPA,38.3259598,-122.2802756,H DE V
CA-W-21386,"HABER FAMILY VINEYARDS, LLC",HABER FAMILY VINEYARDS,3125 ST. HELENA HWY N,ST. HELENA,CA,94574,NAPA,38.5280744,-122.5025304,HABER
CA-W-23091,PAUL ANTHONY GORDON,HALCON VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,HALCON
CA-W-22434,TYLER ELWELL,HALCYON WINES,2511 NAPA VALLEY CORPORATE DR. BLDG 115,NAPA,CA,94558,NAPA,38.2558378,-122.2757884,HALCYON
CA-W-22799,HALCYON WINES LLC,HALCYON WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,HALCYON
CA-W-15141,"HALL WINES, LLC",HALL WINERY,401 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.4889554,-122.4531817,HALL
CA-W-23336,"HALL WINES, LLC",HALL WINES,779 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.6041679,-122.8843676,HALL
CA-W-20315,"HAMEL FAMILY WINES, LLC",HAMEL FAMILY WINES,15401 & 15409 SONOMA HWY,SONOMA,CA,95476,SONOMA,38.3457006,-122.4940446,HAMEL
CA-W-22826,LIFE IS SHORT! LLC,HAND OF GOD WINES,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.4063036,-122.5419918,HAND OF GOD
CA-W-22282,"HANDAL-DENIER VINEYARDS, LLC",HANDAL-DENIER VINEYARDS,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.6077762,-122.8670745,HANDAL-DENIER
CA-W-2332,"NANCY C. FAHDEN, ANTONE H. FAHDEN & LYALL K. FAHDEN",HANS FAHDEN VINEYARDS,5300 MOUNTAIN HOME RANCH RD,CALISTOGA,CA,94515,SONOMA,38.562121,-122.628659,HANS FAHDEN
CA-W-17440,"GMIC VINEYARDS, LLC",HANZELL VINEYARDS,18596 LOMITA AVE,SONOMA,CA,95476,SONOMA,38.3134169,-122.4624033,HANZELL
CA-W-20326,"HARASZTHY FAMILY CELLARS, LLC",HARASZTHY FAMILY CELLARS,21684 E EIGHTH ST 520,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,HARASZTHY
CA-W-23171,"HARD SIX CELLARS, LLC",HARD SIX CELLARS,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,HARD SIX
CA-W-17250,RICHARD WAYNE SCHULTZ AND MICHELLE TINSLEY SCHULTZ,HARDWOOD CELLARS,1401 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5977724,-122.8862717,HARDWOOD
CA-W-2422,"HARLAN ESTATE WINERY, INC.",HARLAN ESTATE WINERY,1551 OAKVILLE GRADE,OAKVILLE,CA,94562,NAPA,38.4222063,-122.4133508,HARLAN
CA-W-2691,"HARLAN FAMILY DOMAIN, LLC",HARLAN FAMILY DOMAIN,1551 OAKVILLE GRADE,OAKVILLE,CA,94562,NAPA,38.4222063,-122.4133508,HARLAN DOMAIN
CA-W-20114,"HARTFORD-JACKSON, LLC",HARTFORD FAMILY WINES,8075 MARTINELLI RD,FORESTVILLE,CA,95436,SONOMA,38.484165,-122.90946,HARTFORD
CA-W-2130,JOHN HART III,HART'S DESIRE WINES,18850 HASSET LN,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,HART'S DESIRE
CA-W-21508,MICHAEL DESANTIS & SCOTTI STARK,HARUMPH WINES,3125 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,HARUMPH
CA-W-16181,HAUCK CELLARS LLC,HAUCK CELLARS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,HAUCK
CA-W-21303,HAUCK CELLARS LLC,HAUCK CELLARS,999 FOREMAN LN,HEALDSBURG,CA,95448,SONOMA,38.581398,-122.878069,HAUCK
CA-W-23326,"HAUS BEVERAGE, INC.",HAUS BEVERAGE,1337 GROVE ST STE D,HEALDSBURG,CA,95448,SONOMA,38.62762,-122.876263,HAUS BEVERAGE
CA-W-15954,SIN E. WINE COMPANY,HAVENS WINE CELLARS,2055 HOFFMAN LN,NAPA,CA,94558,NAPA,38.3823719,-122.352944,HAVENS
CA-W-16932,HAWKES LLC,HAWKES,18850 HASSETT LN UNIT 3,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,HAWKES
CA-W-15229,HAWKES LLC,HAWKES,18850 HASSETT LN UNITS 6 &,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,HAWKES
CA-W-2321,"JOHN HAWLEY WINES, INC.",HAWLEY WINERY,6387 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6726011,-122.9540226,HAWLEY
CA-W-16372,HAYWOOD WINE COMPANY,HAYWOOD WINERY,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.4063036,-122.5419918,HAYWOOD
CA-W-22039,"HEALDSBURG CUSTOM CRUSH, INC.",HEALDSBURG CUSTOM CRUSH,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,HEALDSBURG CUSTOM CRUSH
CA-W-21197,"HEIBEL RANCH VINEYARDS, LLC",HEIBEL RANCH VINEYARDS,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.599305,-122.46083,HEIBEL RANCH
CA-W-22653,"DUTCH CANYON, LLC",HEIMARK FAMILY VINEYARD,335 WEST LN,ANGWIN,CA,94508,NAPA,38.5635302,-122.4655433,HEIMARK
CA-W-20143,"HEIRS OF MY DREAM WINERY, INC.",HEIRS OF MY DREAM,22985 BURNDALE RD BLDG A & B,SONOMA,CA,95476,SONOMA,38.2453253,-122.4224812,HEIRS OF MY DREAM
CA-W-1897,CHARLES LELAND JOHNSTON III,HELENA VIEW JOHNSTON VINEYARDS WINERY,3500 STATE HIGHWAY 128,CALISTOGA,CA,94515,NAPA,38.6010346,-122.626487,HELENA VIEW JOHNSTON
CA-W-15083,"HEMISPHERE WINE COMPANY, INC.",HEMISPHERE WINE COMPANY,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,HEMISPHERE
CA-W-2869,GEORGE O. HENDRY,HENDRY RANCH WINERY,3104 REDWOOD RD,NAPA,CA,94558,NAPA,38.321289,-122.3435767,HENDRY RANCH
CA-W-23916,ZACHARY JAMES LUMAN,HENRY JAMES WINE,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,HENRY JAMES
CA-W-17584,"HENSLEY FAMILY VINEYARDS, L.L.C.",HENSLEY FAMILY VINEYARDS,1721 PATRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,HENSLEY
CA-W-17303,HERB LAMB VINEYARDS LLC,HERB LAMB VINEYARDS,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,HERB LAMB
CA-W-21666,"HERENCIA WINE COMPANY, INC.",HERENCIA WINE COMPANY,1443 SILVERADO TRL,RUTHERFORD,CA,94573,NAPA,38.3041751,-122.2778243,HERENCIA
CA-W-21710,"HERITAGE SCHOOL VINEYARDS, LLC",HERITAGE SCHOOL VINEYARDS,3730 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.554794,-122.5010513,HERITAGE SCHOOL
CA-W-21532,"HERITANCE VINTNERS, LLC",HERITANCE VINTNERS,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,HERITANCE
CA-W-22506,"HERITANCE VINTNERS, LLC",HERITANCE VINTNERS,7400 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4471315,-122.3505611,HERITANCE
CA-W-15170,"HERON WINES, INC.",HERON WINES,7830 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,HERON
CA-W-20302,HERON LAKE WINERY LLC,HERON LAKE WINERY,4626 GREEN VALLEY RD,NAPA,CA,94558,NAPA,38.268775,-122.2033812,HERON LAKE
CA-W-22299,"HERTELENDY VINEYARDS, LLC",HERTELENDY VINEYARDS,2275 SODA CANYON RD,NAPA,CA,94558,NAPA,38.3990083,-122.2927451,HERTELENDY
CA-W-1397,THE HESS COLLECTION WINERY,HESS WINE COMPANY,4411 REDWOOD RD,NAPA,CA,94558,NAPA,38.338362,-122.3894367,HESS
CA-W-16874,"HESTAN VINEYARDS, LLC",HESTAN VINEYARDS,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,HESTAN
CA-W-15323,"HIGHLANDS WINERY, LLC",HIGHLANDS WINERY,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,HIGHLANDS
CA-W-21685,"HILL ESTATES, INC.",HILL FAMILY ESTATE,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,HILL
CA-W-22606,"HILL OF TARA WINERY, LLC",HILL OF TARA WINERY,2064 GRAVENSTEIN HWY BLDG 2,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,HILL OF TARA
CA-W-17041,HILLEND FARMS LLC,HILLEND VINEYARDS,24415 RICH RANCH RD,CLOVERDALE,CA,95425,SONOMA,38.7335983,-122.952372,HILLEND
CA-W-23472,"HILL WALKER, LLC",HILLWALKER VINEYARDS,1871 MT. VEEDER RD,NAPA,CA,94558,NAPA,38.3526088,-122.3981699,HILLWALKER
CA-W-21651,"ECLIPSE ASSETS, LLC",HINDSIGHT VINEYARDS,2383 MORA AVE,CALISTGOA,CA,94515,NAPA,38.5952315,-122.5828289,HINDSIGHT
CA-W-3133,"HIRSCH WINERY, LLC",HIRSCH WINERY,45075 BOHAN DILLON RD,CAZADERO,CA,95421,SONOMA,38.5700874,-123.2501046,HIRSCH
CA-W-21528,"HOBEL WINES, LLC",HOBEL,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5958836,-122.6065815,HOBEL
CA-W-16292,PETER J. HOFFMANN,HOFFMANN FAMILY WINERY,2844 MONTICELLO RD,NAPA,CA,94558,NAPA,38.3466148,-122.2270403,HOFFMANN
CA-W-3174,JOHN A. HOLDREDGE & CARRIE J. O'LOUGHLIN,HOLDREDGE WINES,51 FRONT ST,HEALDSBURG,CA,95448,SONOMA,38.6059136,-122.8621096,HOLDREDGE
